acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
SRR11073022,USA,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA606198,199.0,4330.0,2014-11-24,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '606198', 'Project_Acc': 'PRJNA606198', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '393322', 'Sort_By_DataType': '380301', 'Sort_By_Organism': '747278', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/02/12 00:00', 'Project_Name': '', 'Project_Title': 'Comparison of methods to collect fecal samples for microbiome studies using whole-genome shotgun metagenomic sequencing', 'Project_Description': 'Few previous studies have assessed stability and ""gold-standard"" concordance of fecal sample collection methods for whole genome shotgun metagenomic sequencing (WGSS), an increasingly popular method for studying the gut microbiome. We used WGSS data to investigate ambient temperature stability and putative gold-standard concordance of microbial profiles in fecal samples collected and stored using fecal occult blood test (FOBT) cards, fecal immunochemical tests (FIT) tubes, 95% ethanol, or RNAlater. Among 15 Mayo Clinic employees, for each collection method, we calculated intraclass correlation coefficients (ICCs) to estimate stability of fecal microbial profiles after storage for 4 days at ambient temperature and concordance with immediately-frozen, no-solution samples (i.e., the putative gold-standard). ICCs were estimated for multiple metrics including relative abundance of select phyla, species, KEGG k-genes, KEGG modules, KEGG pathways, species and k-gene alpha diversity, and Bray-Curtis and Jaccard species beta diversity. ICCs for microbial profile stability were excellent for fecal samples collected via most of the collection methods, except those preserved in 95% ethanol. Concordance with the immediately-frozen, no-solution samples varied for all collection methods, but the number of observed species and the beta diversity metrics tended to have higher concordance than other metrics. Our findings, taken together with previous studies and feasibility considerations, indicated that FOBT cards, FIT tubes, and RNAlater are acceptable choices for fecal sample collection methods in future WGSS studies.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'NCI', 'Submitter_Organization_List': ['NCI'], 'Supergroup': ''}, attributes={'uid': '606198'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR13502449,USA,North America,ILLUMINA,Illumina HiSeq 4000,PRJNA693850,300.0,6241.0,2015-07-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '693850', 'Project_Acc': 'PRJNA693850', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '319772', 'Sort_By_DataType': '304304', 'Sort_By_Organism': '721307', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/01/21 00:00', 'Project_Name': '', 'Project_Title': 'Inference of association with the gut microbiota in stool, swab and mucosal tissue samples', 'Project_Description': 'In this study, we collected matched stool, rectal swab and mucosal tissue samples from 240 study participants at two time points, which resulted in 1,397 shotgun metagenomes. We estimated the biospecimen type variation of both metagenome taxonomy and functional pathways. We also assessed whether the associations between taxa/pathways and age, sex, body mass index (BMI), non-steroidal anti-inflammatory drugs (NSAIDs) use and antibiotics use were consistent across the different sample types.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of North Carolina at Charlotte', 'Submitter_Organization_List': ['University of North Carolina at Charlotte'], 'Supergroup': ''}, attributes={'uid': '693850'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR9224145,USA,North America,ILLUMINA,Illumina HiSeq 2500,PRJNA544527,190.0,2619.0,2015-11-14,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '544527', 'Project_Acc': 'PRJNA544527', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '446531', 'Sort_By_DataType': '434816', 'Sort_By_Organism': '763242', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2019/05/23 00:00', 'Project_Name': '', 'Project_Title': 'BIO-ML: The Broad Institute-OpenBiome Microbiome Library enables mechanistic studies with isolates, genomes, and longitudinal metagenomics and metabolomic data', 'Project_Description': 'We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Scaffolds', 'Submitter_Organization': 'Massachusetts Institute of Technology', 'Submitter_Organization_List': ['Massachusetts Institute of Technology'], 'Supergroup': ''}, attributes={'uid': '544527'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR11669448,USA,North America,ILLUMINA,Illumina HiSeq 2500,PRJNA629755,209.0,1746.0,2018-08-27,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '629755', 'Project_Acc': 'PRJNA629755', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '372615', 'Sort_By_DataType': '359138', 'Sort_By_Organism': '741498', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/05/01 00:00', 'Project_Name': '', 'Project_Title': 'Microbiome Signatures of Cavernous Angioma', 'Project_Description': 'Cavernous angiomas (CA) are common vascular anomalies causing brain hemorrhage. Based on mouse studies, roles of gram-negative bacteria and altered intestinal homeostasis have been implicated in CA pathogenesis and pilot study had suggested potential microbiome differences between non-CA and CA individuals based on 16S rRNA gene sequencing. We here assess microbiome differences in a larger cohort of human subjects with and without CA, and among subjects with different clinical features, and conduct more definitive microbial analyses using metagenomic shotgun sequencing. Relative abundance of distinct bacterial species in CA patients is shown, consistent with postulated permissive microbiome driving CA lesion genesis via lipopolysaccharide signaling, in humans as in mice. Other microbiome differences are related to CA clinical behavior.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'The University of Chicago', 'Submitter_Organization_List': ['The University of Chicago'], 'Supergroup': ''}, attributes={'uid': '629755'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR19064896,USA,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA834801,302.0,9944.0,2020-03-21,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '955594', 'Project_Acc': 'PRJEB61255', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '133377', 'Sort_By_DataType': '110998', 'Sort_By_Organism': '648633', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2023/04/14 00:00', 'Project_Name': '', 'Project_Title': ""EMG produced TPA metagenomics assembly of PRJNA834801 data set (Characterizing dysbiosis of the Parkinson's disease gut microbiome using shotgun metagenomics)."", 'Project_Description': 'The Third Party Annotation (TPA)  assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA834801, and was assembled with metaspades v3.15.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '955594'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR1293888,USA,North America,ILLUMINA,Illumina HiSeq 2000,PRJEB12449,,,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '435193', 'Project_Acc': 'PRJEB24766', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '543959', 'Sort_By_DataType': '534301', 'Sort_By_Organism': '785376', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/02/21 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA (Colorectal cancer and the human gut microbiome) data set.', 'Project_Description': 'The Colorectal cancer and the human gut microbiome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB12449.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '435193'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
SRR22967779,USA,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA400628,302.0,2257.0,2016-06-07,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '562', 'Project_Id': '400628', 'Project_Acc': 'PRJNA400628', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '575406', 'Sort_By_DataType': '566465', 'Sort_By_Organism': '130269', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/03/25 00:00', 'Project_Name': 'Escherichia coli', 'Project_Title': 'Escherichia coli Genome sequencing and assembly', 'Project_Description': 'Metagenomic samples extracted from Stool of UI cases/control patients and 16S sequenced', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'Escherichia coli', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Complete', 'Submitter_Organization': 'Broad Institute', 'Submitter_Organization_List': ['Broad Institute'], 'Supergroup': 'Bacteria'}, attributes={'uid': '400628'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR6028213,USA,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA354235,202.0,2051.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '496908', 'Project_Acc': 'PRJEB26926', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing', 'Sort_By_ProjectType': '488895', 'Sort_By_DataType': '478198', 'Sort_By_Organism': '774709', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/10/16 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the Human gut metagenome and metatranscriptome raw sequence reads. (256318) data set.', 'Project_Description': 'The 256318 Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA354235.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '496908'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR25445717,USA,North America,ILLUMINA,Illumina HiSeq 2500,PRJNA999593,252.0,2261.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '999593', 'Project_Acc': 'PRJNA999593', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '104418', 'Sort_By_DataType': '80969', 'Sort_By_Organism': '638974', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/07/28 00:00', 'Project_Name': '', 'Project_Title': 'An integrated analysis of fecal microbiome and metabolomic features distinguish Non-cirrhotic NASH from healthy control populations', 'Project_Description': 'There is great interest in identifying microbiome features as reliable noninvasive diagnostic and/or prognostic biomarkers for non-cirrhotic NASH fibrosis. Several cross-sectional studies have reported gut microbiome features associated with advanced NASH fibrosis and cirrhosis, where the most prominent features are associated with cirrhosis. However, no large, prospectively collected data exist establishing microbiome features that discern non-cirrhotic NASH fibrosis, integrate the fecal metabolome as disease biomarkers, and are unconfounded by BMI and age. Results from shotgun metagenomic sequencing performed on fecal samples prospectively collected from 279 US patients with biopsy-proven NASH (F1-F3 fibrosis) enrolled in the REGENERATE I303 study were compared to those from three healthy control cohorts and integrated with the absolute quantification of fecal bile acids. Microbiota beta-diversity was different, and BMI- and age-adjusted logistic regression identified 12 NASH-associated species. Random forest prediction models resulted in an AUC of 0.75 to 0.81 in a receiver operator characteristic analysis. Additionally, specific fecal bile acids were significantly lower in NASH and correlated with plasma C4 levels. Microbial gene abundance analysis revealed 127 genes increased in controls, many involving protein synthesis, whereas 362 genes were increased in NASH many involving bacterial environmental responses (FDR < 0.01). Finally, we provide evidence that fecal bile acid levels may be a better discriminator of non-cirrhotic NASH versus health than either plasma bile acids or gut microbiome features. These results may have value as a set of baseline characteristics of non-cirrhotic NASH against which therapeutic interventions to prevent cirrhosis can be compared and microbiome-based diagnostic biomarkers identified.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Pennsylvania', 'Submitter_Organization_List': ['University of Pennsylvania'], 'Supergroup': ''}, attributes={'uid': '999593'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR16054166,USA,North America,ILLUMINA,Illumina HiSeq 2500,PRJNA766067,215.0,1072.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '766067', 'Project_Acc': 'PRJNA766067', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '264222', 'Sort_By_DataType': '246842', 'Sort_By_Organism': '700627', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/09/24 00:00', 'Project_Name': '', 'Project_Title': 'The Mucosally-Adherent Rectal Microbiota Contains Features Unique  to Alcohol-Related Cirrhosis', 'Project_Description': 'Background: Most studies examining correlations between the gut microbiota and disease states focus on fecal samples due to ease of collection, yet there are distinct differences when compared to samples collected from the colonic mucosa. Although fecal microbiota has been reported to be altered in cirrhosis, correlation with mucosal microbiota characterized via rectal swab has not been previously described in this patient population.Methods: We conducted a cross-sectional analysis using 39 stool and 39 rectal swabs from adult patients with cirrhosis of different etiologies and performed shotgun metagenomic sequencing. Bacterial growth studies were performed with Escherichia coli.Results: Two asaccharolytic bacterial taxa, Finegoldia magna and Porphyromonas asaccharolytica, were increased in rectal swabs relative to stool (FDR<0.01). Genomic analysis of the microbiome revealed 58 genes and 16 pathways that differed between stool and rectal swabs (FDR<0.05), where rectal swabs were enriched for pathways associated with protein synthesis and cellular proliferation but decreased in carbohydrate metabolism. Although no features in the fecal microbiome differentiated cirrhosis etiologies, the mucosal microbiome revealed decreased abundances of E. coli and Enterobacteriaceae in alcohol-related cirrhosis relative to non-alcohol related cirrhosis (FDR<0.05). In vitro bacterial culture studies showed that physiological concentrations of ethanol and its oxidative metabolites inhibited E. coli growth in a pH- and concentration-dependent manner.Conclusions: Characterization of the mucosally-associated gut microbiome via rectal swab revealed findings consistent with amino acid/nitrogen abundance versus carbohydrate limitation in the mucosal microenvironment as well as unique features of alcohol-related cirrhosis possibly consistent with influence of host-derived metabolites on the composition of mucosally-adherent microbiota.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': ""Children's Hospital of Philadelphia"", 'Submitter_Organization_List': [""Children's Hospital of Philadelphia""], 'Supergroup': ''}, attributes={'uid': '766067'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR1196443,USA,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA240307,202.0,3013.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '496702', 'Project_Acc': 'PRJEB26165', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing', 'Sort_By_ProjectType': '489101', 'Sort_By_DataType': '478404', 'Sort_By_Organism': '774915', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/10/16 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the C.diff FMT (human gut metagenome) data set.', 'Project_Description': 'The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA240307.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '496702'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR5813397,USA,North America,ILLUMINA,Illumina HiSeq 4000,PRJNA388263,282.0,1671.0,2014-09-23,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '388263', 'Project_Acc': 'PRJNA388263', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '586108', 'Sort_By_DataType': '577545', 'Sort_By_Organism': '270203', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2017/05/27 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'Colon cleanout human gut V4 16S survey & shotgun metagenomic sequencing', 'Project_Description': 'Eight healthy human adults provided about 40 stool samples each (range 37-128 samples/subject) at daily or weekly intervals over about 22 weeks (range 20-55 weeks) surrounding a 1-day induced iso-osmotic diarrhea (colon cleanout) perturbation. The cleanout was identical to a common bowel preparation procedure prior to colonoscopy, involving the consumption of up to 4L of a polyethylene glycol-electrolyte solution until diarrhea was clear and watery. DNA was extracted from stool samples and investigated with V4 16S amplicon sequencing and with shotgun metagenomic sequencing (both sequencing modes using the Illumina HiSeq platform).', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Stanford University', 'Submitter_Organization_List': ['Stanford University'], 'Supergroup': 'Other'}, attributes={'uid': '388263'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR5947095,USA,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA398089,186.0,3027.0,2014-11-12,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '1064819', 'Project_Acc': 'PRJEB71804', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '68429', 'Sort_By_DataType': '43228', 'Sort_By_Organism': '624404', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2024/01/15 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of PRJNA398089 data set (Longitudinal Multi omics of the Human Microbiome in Inflammatory Bowel Disease).', 'Project_Description': 'The Third Party Annotation (TPA)  assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA398089, and was assembled with metaspades v3.15.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '1064819'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
